bot,frase,xingamento,TOXICITY/INSULT,SEVERE_TOXICITY,IDENTITY_ATTACK,THREAT,SEXUALLY_EXPLICIT,FLIRTATION
baianinho,"glr, e se na verdade o baianinho das casas bahia so foi demitido e foi para outra empresa? link",0,0,0,0,0,0,0
baianinho,@casasbahia cb manda salve pra galera do pombo depois compro uma geladeira,0,0,0,0,0,0,0
baianinho,"@casasbahia calma cb, acabei de comprar ele no site, daqui a uns 20 dias acredito que ja tenha chegado aqui, louco para usar eles logo",0,0,0,0,0,0,0
baianinho,@aquelemano5 manda o do baianinho,0,0,0,0,0,0,0
baianinho,@cancerigeno_ @framesprecedem o baianinho virou o cb,0,0,0,0,0,0,0
baianinho,"@casasbahia baianinho eu sei que tu entrou na puberdade, mas esse e u. caminho sem volta. link",0,0,0,0,0,0,0
baianinho,"@xgrey_wolf93 isso pq vc n viu xbox 360 a 1200 na casas bahia esse ano kkkkkkkkkkkkkkkk,peguei meu one usado msm pq novo n vale a pena,as lojas nunca fazem promocao",0,0,0,0,0,0,0
baianinho,@militanteschato o baianinho e negro?,0,0,0,0,0,0,0
baianinho,"se pararem para perceber, olhando no reflexo dos olhos de baianinho podemos ver uma sombra.. link",0,0,0,0,0,0,0
baianinho,"@charlesfc10 @santosfc mano, os cara tao achando que e casas bahia nao e possivel",0,0,0,0,0,0,0
baianinho,"@neymarbfr @muitohumillde outra seria que o baianinho da casas bahia foi sequestrado, isso acordando alguem",0,0,0,0,0,0,0
baianinho,"rt @gdesconstruida: um dos resultados de falarmos sobre representatividade, nat da natura e cb das casas bahia, personagens negros em grand...",0,0,0,0,0,0,0
baianinho,"@casasbahia mn, tu e baiano ou carioca?",0,0,0,0,0,0,0
baianinho,"@casasbahia @casasbahia , engracado porque acabaram de atualizar dizendo que receberam o produto hoje, ou seja, voces mentiram para mim que ja tinha sido enviado e nao tinha sido. o endereco de entrega, que eu pedi para alterar, nao alteraram. e o prazo de entrega esta enorme.",0,0,0,0,0,0,0
baianinho,ontem o baianinho respondeu meu comentario e curtiu um post meu. fiquei todo cheio de perna.,0,0,0,0,0,0,0
baianinho,que ranco da dificuldade de atendimento do cartao casas bahia,0,0,0,0,0,0,0
baianinho,lista de comunistas: mascote da michelin novo mascote das casas bahia fernando almoco,0,0,0,0,0,0,0
baianinho,meu amor me trouxe na casas bahia so p comprar o que eu queria kkkkkkkkkkk eu amo um homem,0,0,0,0,0,0,0
baianinho,@casasbahia @raulsferreira94 o esquema vai ser levantar uma para alertar o povo a nao comprar nada das @casasbahia na black friday. ja que vai ser dor de cabeca na certa,0,0,0,0,0,0,0
baianinho,"@casasbahia afaste-se cb, devolve meu baianinho link",0,0,0,0,0,0,0
baianinho,"@velososcr vou votar em baianinho por clubismo, mas gau foi gigante",0,0,0,0,0,0,0
baianinho,@casasbahia estou ha mais de uma hora esperando o gerente da loja me ligar. voces nao respeitam o consumidor.,0,0,0,0,0,0,0
baianinho,"@casasbahia nao viva novo baianinho, nao viva agora!",0,0,0,0,0,0,0
baianinho,@casasbahia devolve o baianinho pfv,0,0,0,0,0,0,0
baianinho,"qual a necessidade desse neon? kd a clareza da oferta? as imagens estao escuras, qm tem problemas oculares nao enxergam. tentar tirar as casas bahia do varejao desse jeito tb n ta rolando, galiera...",0,0,0,0,0,0,0
baianinho,@hachikujifag que sdd do baianinho sim,0,0,0,0,0,0,0
baianinho,@casasbahia traz de volta o baianinho! e volta pro rio carioca,0,0,0,0,0,0,0
baianinho,rt @nemesisdec2012: guarde o nomes destas empresas. els todas apoiam a censura dos conservadores. boicote total a estas marcas. -casas ba...,0,0,0,0,0,0,0
baianinho,"infelizmente as propagandas e artes do cb fazem parecer que ele ta sendo torturado, preso, mantido em cativeiro e obrigados a vender produtos das casas bahia link",0,0,0,0,0,0,0
baianinho,@casasbahia @standbymari me respode no dm pfv cb,0,0,0,0,0,0,0
baianinho,@baianinhoraiz @sofiaespanha baianinho vc por aqui,0,0,0,0,0,0,0
baianinho,mano o baianinho viro um tiktoker das casas bahia so falta as casas bahia cria um tiktok no app kkkkkkkkkkkk,0,0,0,0,0,0,0
baianinho,@paulocnf o baianinho das casas bahia envelheceu mal.,0,0,0,0,0,0,0
baianinho,@casasbahia o antigo baianinho nunca faria uma coisa dessas link,0,0,0,0,0,0,0
baianinho,@casasbahia @voude99 baianinho nao tem idade para isso nao,0,0,0,0,0,0,0
baianinho,@casasbahia @anthony_xzs cade o verdadeiro baianinho,0,0,0,0,0,0,0
baianinho,@diass_peedro dps q mudaram o baianinho foi so pra tras... f,0,0,0,0,0,0,0
baianinho,@framesprecedem o baianinho sequestrado por publicitarios,0,0,0,0,0,0,0
baianinho,@souzinhataigo n se va baianinho,0,0,0,0,0,0,0
baianinho,"@mochell__ a gente era viciado em ver os videos do baianinho no 9o ano po, era muito bom",0,0,0,0,0,0,0
baianinho,@popokelschis @baianinho_lp nao conta pq passou pelo fonoaudiologo da gl0b0,0,0,0,0,0,0,0
baianinho,cade minha galera da bahia?!!! vamos ajudar esse pequeno baianinho,0,0,0,0,0,0,0
baianinho,@felipefdskkj ele era o baianinho raiz olha o @ dele,0,0,0,0,0,0,0
baianinho,@yrshinki nao olha no espelho baianinho nao olha,0,0,0,0,0,0,0
baianinho,"@casasbahia ta um descaso muito grande da parte de vcs,ja mandei foto do produto avariado e ate agora nao fizeram a troca",0,0,0,0,0,0,0
baianinho,rt @vocechorou: ultima foto do baianinho antes de entrar pro crime link,0,0,0,0,0,0,0
baianinho,@casasbahia quero que resolvam essa solucao o problema foi vcs que criaram,0,0,0,0,0,0,0
baianinho,nao pode ser que eu to com crush no baianinho,0,0,0,0,0,0,0
baianinho,@TataYoungOne sem cb pra divulgar sone fica sem ter oq fazer,0,0,0,0,0,0,0
baianinho,"@magazineluiza Poxa, logo agora que ia surgir a família Farias. Você casada com o @pontofrio e o filho é o Baianinho das @CasasBahia Fiz até a foto de vocês! 🥺😢",0,0,0,0,0,0,0
baianinho,@VERDADEIROBAIA1 @thiagoderson KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK LKKKKKKOKK EU NUNCA DUVIDEI BAIANINHO PORRA FUCK THE SYSTEM,0,0,0,0,0,0,0
baianinho,RT @arquivomemes: baianinho casas bahia virando demonio https://t.co/9eT3YJ0dSQ,0,0,0,0,0,0,0
baianinho,agora fazer tinha de lojas sai das casas bahia e fui pro app da ponto frio caçar meus móveis,0,0,0,0,0,0,0
baianinho,Eu vou ir lá nas Casas Bahia hoje,0,0,0,0,0,0,0
baianinho,"@Felpstheboy @RafaelMelo0111 @Luccas2401 @will_rondinelli @luide Sim mas eu nem li o que ele tá falando, fodase o preço do ps5 o bagulho é comprar pc gamer na casas bahia memo fodase",0,0,0,0,0,0,0
baianinho,@FeitosaldosTuba homi com 5 centavos de dolar tu compra um kit cadeira e mesa e ainda paga o frete das casas bahia,0,0,0,0,0,0,0
baianinho,RT @whyjoness: alguém sabe me dizer se na casas bahia vende essa geladeira?,0,0,0,0,0,0,0
baianinho,"RT @bukizhanker: @CasasBahia @whyjoness Uma geladeira dessa só a @HandeErcel tem, dona Casas Bahia.",0,0,0,0,0,0,0
baianinho,"RT @sweetxyildiz: Coitada das Casas Bahia, mexeu com as doidas errada. Ela que lute pra repor a Geladeira Brastemp versão Turca",0,0,0,0,0,0,0
baianinho,@americanascom Ia comprar com vcs mais na casas Bahia tava mais barato e lá o frete é grátis,0,0,0,0,0,0,0
baianinho,A dona das Casas Bahia e do Ponto Frio vem passando por um processo total de transformação nos últimos anos. https://t.co/fNDLcKEDGs,0,0,0,0,0,0,0
baianinho,Mas eu queria essa geladeira 😔,0,0,0,0,0,0,0
baianinho,RT @lmjergcc: em anexo a foto dela comprando nas casas bahia c o pai do @FilipeSmolek,0,0,0,0,0,0,0
baianinho,@alcrsk há tá e minha geladeira nova que ja veio com encosto. reclamei pras casas Bahia e até hoje ninguém respondeu,0,0,0,0,0,0,0
baianinho,Estou doida pra ir na casas Bahia com a minha avó e escolher qual celular pra mim 🙃🙄,0,0,0,0,0,0,0
baianinho,@yoonpyes é o avatar das casas bahia,0,0,0,0,0,0,0
baianinho,"@Vevezudaaa E horrível, em uma das TVs quando a tela passa ofertas da casas Bahia não sai de jeito nenhum, mas esse do BBB sai apertando um botão",0,0,0,0,0,0,0
baianinho,@janaviscardi Eu recebi uma mensagem no whatsapp de um vendedor das casas Bahia. Dei block na hora. E eu acho que era das casas bahia mesmo.,0,0,0,0,0,0,0
baianinho,na casas bahia nao acha uma geladeira dessa,0,0,0,0,0,0,0
baianinho,tentei duas vezes comprar um celular na amazon e não deu certo aí fodase comprei nas casas bahia dps chega 3 celulares e mil dívidas,0,0,0,0,0,0,0
baianinho,essa boneco da casas bahia lembra um pouco d mim,0,0,0,0,0,0,0
baianinho,"Tinha esquecido como odeio comprar nas Casas Bahia, não mostra nem por reza aonde o produto tá 🤯",0,0,0,0,0,0,0
baianinho,"@kkillmepls Eu até esqueço que esse CB existe, as Casas Bahia daqui tem o baianinho da década de oitenta até hj kkkkkk",0,0,0,0,0,0,0
baianinho,@cuquinhas_ bagulho é levar block das casas Bahia,0,0,0,0,0,0,0
baianinho,@Viihtoia falei pra vc n comprar geladeira da razer nas casas bahia,0,0,0,0,0,0,0
baianinho,Mama África A minha mãe é mãe solteira Que tem que fazer mamadeira todo dia Além de trabalhar como empacotadeira nas Casas Bahia,0,0,0,0,0,0,0
baianinho,"ratzkecrf não amiga 😭😭 o prazo é amanhã, se n chegar vou processar as Casas Bahia",0,0,0,0,0,0,0
baianinho,@mediczne boneco da casas bahia,0,0,0,0,0,0,0
baianinho,@Ivmonade AI agora era a hora perfeita pra mandar aquele boneco das casas bahia escrito sem misoginia mas eu perdi',0,0,0,0,0,0,0
baianinho,RT @vante92s: bts viro a casas bahia so tem geladeira electrolux duas portas,0,0,0,0,0,0,0
baianinho,RT @chrisale_: acabei de ve a marilia mendonça nas casas bahia parcelando em 24x uma geladeira philco 403 litros,0,0,0,0,0,0,0
baianinho,Tá maior filão pra entrar dentro casas bahia to mofando esperando na fila q ódio 😤😤,0,0,0,0,0,0,0
baianinho,Casas Bahia deixa p entregar as coisas no último dia né q caralho,0,0,0,0,0,0,0
baianinho,"Ei, @CasasBahia olha a foto que eu fiz com o samsung",0,0,0,0,0,0,0
baianinho,"@CasasBahia Isso vai engana os consumidores , nessa block Friday seja alguma coisa real",0,0,0,0,0,0,0
baianinho,"kcrissmartins @CasasBahia Cada dia pior qualquer suporto on-line de qualquer empresa, só essa semana já tive dois problemas com duas empresas diferentes",0,0,0,0,0,0,0
baianinho,"@CasasBahia fiz o cadastro da minha mãe hoje no aplicativo utilizando meu e-mail já começo a receber proposta de cartão do @santander_br Que porra é essa ? Existe nesse país uma tal de Lei Geral de proteção de dados, sabiam ?",0,0,0,0,0,0,0
baianinho,"@CasasBahia a não ser que arquem com o custo que tivemos a nossa opção é ficar com o móvel! E por isso pedimos um cale retratação, até porque queremos comprar outro, agora na cor certa se possível!!!!",0,0,0,0,0,0,0
baianinho,"@CasasBahia Por favor, onde está o estorno do meu dinheiro? Passei duas vezes meus dados bancários para vcs e até agora NADA. É muita sacanagem. Vcs erram e quem paga, somos nós",0,0,0,0,0,0,0
baianinho,@cyverlisa @CasasBahia Uma dica. Por um pouquinho mais você pega a versão com dois filtros que é mais fácil de respirar,0,0,0,0,0,0,0
baianinho,"@CasasBahia minha filha, rastreia um pedido pra mim pffvr",0,0,0,0,0,0,0
baianinho,Um ódio chamado guarda roupa que veio com peças erradas. Valeu @CasasBahia,0,0,0,0,0,0,0
baianinho,@casasbahia quantos anos o cb tem?,0,0,0,0,0,0,0
baianinho,"nao gente serio, eu pareco bobo mas e pq a situacao foi mt engracada vsf, o lucas tava com o microfone off e usou o bot pra falar, a voz tipo do google tradutor dizendo ""meu deus vao debutar a lu do magalu"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0,0,0,0,0,0,0
baianinho,@casasbahia obg!! passo por aqui ou pela dm ?,0,0,0,0,0,0,0
baianinho,"@casasbahia jn931015367ah era pra ter chego dia 11 , agora foi remarcado para o dia 23 ...",0,0,0,0,0,0,0
baianinho,@casasbahia casas bahia manda salve,0,0,0,0,0,0,0
baianinho,rt @kame_kin1: owo parabens pelo novo mascote casas bahia link,0,0,0,0,0,0,0
baianinho,"@casasbahia to no aguardo aqui, fe no pai",0,0,0,0,0,0,0
baianinho,"@absolenio a mascote da casas bahia era diferente, e agr e esse dai, o baianinho kdkdkd",0,0,0,0,0,0,0
baianinho,@casasbahia @voude99 coloca o cinto mano,0,0,0,0,0,0,0
baianinho,@junggothic @jimineckst cb das casas bahia? link,0,0,0,0,0,0,0
baianinho,"rt @fimdelworld: eu gosto da animacao, e muito bonita realmente quem fez ta de parabens ate eu me apaixonei por ele mas a questao e que na...",0,0,0,0,0,0,0
baianinho,@casasbahia @r_bolsonaro carlos machado,0,0,0,0,0,0,0
baianinho,"@casasbahia ai vou amar vcs denovo e chamar soh de casa dos deuses, nao de @casasbahia mais",0,0,0,0,0,0,0
baianinho,"@casasbahia isso vcs me disseram ontem, que seria hj no caso, veremos amanha!!!",0,0,0,0,0,0,0
baianinho,@casasbahia @churrasmaquirio esta em @casasbahia,0,0,0,0,0,0,0
baianinho,@casasbahia @willianalvespe8 kkkkkk 9 dias e meu box series x ainda nao foi faturado comverssa fiada atualizando minha p....ciencia me arrependi de ter comprado aqui,0,0,0,0,0,0,0
baianinho,o povo faz fanfic kuroo + tsukishima e transforma o tsuki no baianinho das casas bahia,0,0,0,0,0,0,0
baianinho,ate o momento a que eu mais gostei foi da ideia de painho pagar pra ir no salao kkk ate la veremos,0,0,0,0,0,0,0
baianinho,@casasbahia kd o adm do grupo pra expulsar esse pessoal?? vcs entraram no grupo errado grupo de p com ctz e outro reve ai adm ta pegando mal e tem gente saindo,0,0,0,0,0,0,0
baianinho,eu tenho q estudar mas to aqui no twitter triste pelo baianinho nao ser baiano,0,0,0,0,0,0,0
baianinho,"@casasbahia agora que tem loja de voces em belem, da um descontao num ar de 12 mil bteus",0,0,0,0,0,0,0
baianinho,@casasbahia que absurdo quase 1 mes sem resposta so pode ser brincadeira... devolvam meu dinheiro @casasbahia,0,0,0,0,0,0,0
baianinho,@casasbahia @casasbahia que demora e essa mulher?,0,0,0,0,0,0,0
baianinho,baianinho jogador de futebol,0,0,0,0,0,0,0
baianinho,rt @dougraz: o barulho do alarme do celular de manha link,0,0,0,0,0,0,0
baianinho,"@maia_ra_ ahsuahsuhauahs que nada, e que tocou na academia e ficou na cabeca",0,0,0,0,0,0,0
baianinho,@vocechorou antes dele entrar pro comando baianinho,0,0,0,0,0,0,0
baianinho,@casasbahia vlw cv,0,0,0,0,0,0,0
baianinho,@casasbahia explique isso cb. link,0,0,0,0,0,0,0
baianinho,@casasbahia mandei na dm,0,0,0,0,0,0,0
baianinho,"@casasbahia demorou, mas meu problema foi solucionado. obg !!!!!",0,0,0,0,0,0,0
baianinho,@casasbahia colocou acucar no acai?,0,0,0,0,0,0,0
baianinho,@casasbahia quanto tempo? acho que voces nao enviaram informacoes para o inter sobre a devolucao.,0,0,0,0,0,0,0
baianinho,"a vida do baianinho victor custa 12 milhoes de reais, doe, divulgue e ajude! link",0,0,0,0,0,0,0
baianinho,oo gente acabei de lembrar daquwle trem do baianinho q teve ai uma caralhada de gente rpmo exposed,0,0,0,0,0,0,0
baianinho,"rt @aline_maaya: a vida do baianinho victor custa 12 milhoes de reais, doe, divulgue e ajude! link",0,0,0,0,0,0,0
baianinho,gente e a minha irma q nao sabia q o mascote da casas bahia chamava baianinho,0,0,0,0,0,0,0
baianinho,@konowolfgangda oi gangwolf voce e gay da uma olhada na promocao que eu fiz na casas bahia cb baianinho ne mto engracado hahahaha hey pq vc n vai pra casa a gente ta,0,0,0,0,0,0,0
baianinho,"@lucasvon com esse jogo que tem dificuldade para ganhar do bahia em casa, acho dificil. tem que focar na cb e tentar ficar entre os 4 no brasileirao.",0,0,0,0,0,0,0
baianinho,@casasbahia @brayanjonat9 so vai receber so depois que acabar de pagar nao vale a pena nao entregam .me arrependi de ter comprado nas casas bahia,0,0,0,0,0,0,0
baianinho,@casasbahia 9 dias e ainda nao faturarao o produto absurdo eu moro ao lado do deposito central das casas bahia rj ja tive informacao que daqui que sai a entrega dos consoles .ninguem ai resolve isso pessimo atendimento .,0,0,0,0,0,0,0
baianinho,@casasbahia @merliahlol pode esperar os mesmos 30 meses para entregarem que merda que fiz de comprar nas casas bahia nunca mais faco e olha que produto caro .emganam o consumidor .,0,0,0,0,0,0,0
baianinho,@casasbahia @allzuno sua entrega de quase um mes foi! agora e aguarda seu armador vim montar mais um mes!,0,0,0,0,0,0,0
baianinho,@casasbahia obrigada cb! to aguardando aqui bjoo,0,0,0,0,0,0,0
baianinho,@casasbahia encaminhei via dm.,0,0,0,0,0,0,0
baianinho,@casasbahia sim foi este que respondi junto com minha esposa envie em enexo,0,0,0,0,0,0,0
baianinho,"@casasbahia oi, voce conhece o filme ""os cegos dizem nao""?",0,0,0,0,0,0,0
baianinho,@casasbahia @ratoborrachudo baianinho ta baiano,0,0,0,0,0,0,0
baianinho,"@casasbahia ola, eu tenho uma pergunta!!",0,0,0,0,0,0,0
baianinho,"@casasbahia respondi a dm de vcs, obrigado",0,0,0,0,0,0,0
baianinho,@casasbahia @luizaofrivia cade a minha resposta?,0,0,0,0,0,0,0
baianinho,@casasbahia switch ne '-' e obvio tu acha oq so manda a oferta do switch e pronto,0,0,0,0,0,0,0
